sport,position,retire_year,retire_age,years_played
nba,F,2005,21,2
nba,C,1974,23,1
nba,G-F,2017,26,2
nba,C,1992,25,1
nba,F-G,1953,-69,4
nba,F,1985,23,1
nba,F,1975,25,2
nba,F,1970,29,3
nba,G,1984,24,2
nba,G,2001,28,6
nba,F,1994,23,1
nba,G-F,1999,34,10
nba,F,2005,26,1
nba,F,1996,25,3
nba,G,1988,29,7
nba,C-F,1996,41,19
nba,G,1990,21,1
nba,C,2006,25,2
nba,G,2001,36,13
nba,F,2014,27,1
nba,G,1972,33,11
nba,G,1949,-69,1
nba,F-G,1949,-74,2
nba,G-F,1997,36,14
nba,G,1962,29,1
nba,G,2006,34,12
nba,F-C,2005,30,6
nba,G,2001,22,1
nba,F,1947,-71,1
nba,G-F,2001,38,11
nba,C,1951,-71,3
nba,F,2018,21,2
nba,G,2018,31,9
nba,C-F,1981,26,3
nba,F,2001,33,12
nba,F,1980,26,3
nba,F,1960,24,2
nba,G-F,2000,40,17
nba,G,1998,28,5
nba,F-G,1974,30,8
nba,F,2003,33,11
nba,F-C,1996,27,5
nba,C-F,1976,36,14
nba,G,2017,32,12
nba,F-C,2001,34,12
nba,C-F,1984,32,10
nba,C,2012,36,9
nba,G,1977,25,3
nba,C,2014,36,12
nba,C-F,2018,24,2
nba,C-F,1969,32,11
nba,F,2012,30,8
nba,F-G,1947,-71,1
nba,C,1988,29,6
nba,F,1989,23,1
nba,G,1992,25,2
nba,F,1991,37,15
nba,F,1971,25,1
nba,G,1995,25,3
nba,G,2013,25,1
nba,F,1975,25,3
nba,F-C,1950,-67,1
nba,F,2018,28,4
nba,G,2018,24,4
nba,F,1979,23,1
nba,C,2012,26,2
nba,F,1958,26,1
nba,F-G,1977,33,12
nba,F-G,1987,37,16
nba,C,2003,28,4
nba,C-F,1949,-75,1
nba,G,1996,27,1
nba,G,1970,23,1
nba,G,1950,-75,1
nba,F,1999,26,3
nba,F,1980,25,1
nba,G,2018,22,1
nba,F,2016,29,6
nba,G,2012,34,11
nba,G,1988,33,9
nba,F,2015,35,13
nba,G-F,2018,29,9
nba,G,2007,24,2
nba,C-F,2002,40,17
nba,F,2011,27,1
nba,G,2017,22,3
nba,F,2012,23,2
nba,C,2016,27,4
nba,F-G,1950,-72,3
nba,F-G,1947,-66,1
nba,F,1970,27,5
nba,F,1949,-75,1
nba,F,2018,29,7
nba,G-F,1959,27,5
nba,G,2017,31,11
nba,G,2009,28,3
nba,G,1994,30,7
nba,F,1966,30,8
nba,F,2000,30,3
nba,F,1947,-74,1
nba,C,2014,26,1
nba,F-C,2018,27,8
nba,F,2008,23,1
nba,F,1963,23,1
nba,F-G,1950,-70,4
nba,G,1977,23,1
nba,C,2001,27,5
nba,G,1956,25,1
nba,G,1953,-76,4
nba,C,1992,30,6
nba,G,2018,23,2
nba,F-C,2018,26,3
nba,G,2014,24,1
nba,F,2006,25,1
nba,C,1962,32,9
nba,G,2018,34,13
nba,G,1953,-76,2
nba,F,1947,-75,1
nba,G-F,2004,27,1
nba,G-F,2018,20,1
nba,G,2012,27,4
nba,C-F,1984,31,9
nba,G-F,1963,30,8
nba,C,1989,25,1
nba,F-G,1999,34,11
nba,G,2018,25,2
nba,F-G,1951,-74,3
nba,C-F,1969,32,10
nba,F,2003,37,13
nba,C,2012,26,5
nba,G,1972,23,1
nba,F-G,1988,26,4
nba,F,2015,27,5
nba,F,1968,24,1
nba,C,1972,25,2
nba,G,1975,24,2
nba,C,1975,33,9
nba,G-F,2010,37,15
nba,G,1955,-73,3
nba,F,2018,25,2
nba,C,1997,28,3
nba,G,2014,40,18
nba,F,1972,24,1
nba,G,2006,24,1
nba,F-C,1949,-74,3
nba,F,1948,-72,2
nba,F,2006,28,6
nba,G-F,1953,-69,7
nba,F,1978,24,1
nba,G-F,1960,27,5
nba,G,1996,34,12
nba,G,2005,24,1
nba,F,1983,26,1
nba,G,1995,35,13
nba,G,2012,23,3
nba,G,1978,25,3
nba,G,1976,23,1
nba,F,1963,24,1
nba,G,2002,27,1
nba,G,1971,23,1
nba,C,2012,25,1
nba,G,2018,25,2
nba,F,2012,27,2
nba,G,1995,24,2
nba,F,2004,23,3
nba,F,1973,23,1
nba,G-F,1982,33,10
nba,F,1982,30,7
nba,G,1972,26,2
nba,G,1985,29,7
nba,F,2006,24,1
nba,F,1996,24,1
nba,G,2012,29,9
nba,G,1949,-77,1
nba,C,1979,25,2
nba,G,2003,22,2
nba,G,2012,24,1
nba,F,2007,31,10
nba,F,1977,31,9
nba,F-C,2003,35,13
nba,F-C,2012,35,13
nba,G,1976,25,2
nba,G,1986,26,3
nba,F,2002,21,1
nba,G-F,2018,26,6
nba,C-F,1962,-66,12
nba,G,1970,30,1
nba,C,1952,-75,1
nba,F,2005,29,4
nba,G,2018,21,1
nba,G,1973,24,1
nba,C-F,1977,34,10
nba,F-G,2004,35,13
nba,G,2017,34,11
nba,C,2009,34,12
nba,G,2008,31,5
nba,G,2008,31,9
nba,F-C,1994,29,7
nba,F-G,1947,-66,1
nba,G,2015,24,2
nba,F,1976,27,4
nba,F,1973,28,6
nba,G,2018,28,4
nba,G,1980,35,13
nba,C-F,1969,27,4
nba,F,1992,28,4
nba,G,2016,27,5
nba,G,1988,35,13
nba,F-C,2015,28,3
nba,G,1976,32,9
nba,F,1971,23,1
nba,F,1974,24,1
nba,F,2007,26,3
nba,F,1947,-74,1
nba,G-F,1958,23,1
nba,G,1969,24,1
nba,F-C,1955,24,2
nba,C-F,2018,35,13
nba,G,1975,26,2
nba,F,1947,-73,1
nba,G,1948,-70,1
nba,F-C,1954,-67,8
nba,C,1972,26,2
nba,F,2004,23,1
nba,C,2001,27,5
nba,G,1981,23,1
nba,G,2018,20,1
nba,F,2005,35,8
nba,G-F,1980,26,4
nba,G-F,1955,-67,6
nba,C,2012,34,10
nba,F,2006,24,1
nba,F-C,1950,-68,3
nba,G,1969,23,1
nba,G,1995,30,7
nba,G,1968,26,1
nba,G,2006,25,3
nba,G,2012,26,3
nba,G,1982,32,11
nba,C,1994,25,1
nba,F-C,1958,-69,10
nba,F,2018,30,10
nba,G,2018,27,4
nba,F,1970,33,12
nba,F-G,1997,32,10
nba,F-C,1947,-75,1
nba,F,2008,31,2
nba,F,2001,28,1
nba,G,2005,25,2
nba,F-G,2015,34,10
nba,F,1968,24,1
nba,F,1949,-74,1
nba,F,1976,27,1
nba,G,2009,24,2
nba,F-C,1952,-73,3
nba,G,1949,-69,3
nba,G-F,2017,24,1
nba,G,1980,23,1
nba,G,1995,31,8
nba,G-F,1961,29,6
nba,C,1968,28,1
nba,G,2001,26,4
nba,F,1986,26,4
nba,F-C,2016,40,21
nba,G,1999,24,1
nba,F,1984,28,4
nba,C,2002,36,6
nba,G,2014,26,2
nba,G,1974,27,5
nba,F,1977,27,5
nba,G,1992,26,4
nba,F,1984,25,1
nba,G,2000,26,3
nba,F,2008,32,10
nba,F,1974,24,1
nba,C,2018,33,10
nba,F-C,2018,38,17
nba,G,1950,-70,1
nba,F-C,2002,35,11
nba,F-C,1996,32,10
nba,F,2018,32,12
nba,G-F,1951,-76,1
nba,G,1999,34,6
nba,G,2017,25,1
nba,G,1998,25,2
nba,G,2017,30,8
nba,C,2002,33,10
nba,F,2013,30,7
nba,G-F,2010,33,11
nba,G,1961,-67,8
nba,F,2018,28,8
nba,G,1995,27,5
nba,G,2018,24,2
nba,F-G,1981,28,7
nba,F,1991,28,2
nba,G-F,1986,34,14
nba,C,1947,-73,1
nba,C-F,1980,30,8
nba,F-G,1976,28,5
nba,G,2013,27,7
nba,F-G,1950,-73,1
nba,F-C,1950,-71,1
nba,G,2017,30,1
nba,G,1964,24,1
nba,F,1986,26,3
nba,F,2018,33,9
nba,G,2010,25,2
nba,F,2010,25,1
nba,G,2009,31,9
nba,G,2005,37,15
nba,C,1989,24,1
nba,F,1970,23,1
nba,F,1947,47,1
nba,F-C,2000,36,13
nba,G-F,1977,31,8
nba,C,1988,39,17
nba,F,1971,24,1
nba,F-C,1951,-71,5
nba,G,2018,41,16
nba,G-F,2008,31,6
nba,F-G,1980,24,2
nba,C,2012,26,1
nba,C-F,1949,-69,1
nba,G-F,1996,29,6
nba,G,1987,32,10
nba,F,1950,-77,1
nba,F,1986,26,1
nba,F,1972,25,1
nba,G,2005,27,6
nba,C,2007,26,1
nba,C,1994,35,14
nba,C,2018,26,5
nba,C,1992,25,2
nba,G-F,1966,33,11
nba,F,1947,-66,1
nba,G,2006,35,11
nba,F,2014,32,9
nba,F-G,1983,28,6
nba,G,1989,26,3
nba,F,2016,35,14
nba,G,1979,36,14
nba,F,2002,26,2
nba,G,2017,23,4
nba,F-C,1948,-72,2
nba,F,2018,23,4
nba,G,2015,32,11
nba,F,2015,25,1
nba,G,2018,30,10
nba,G,1988,26,4
nba,F,1950,-77,1
nba,C-F,2018,34,11
nba,G,1948,-72,2
nba,G,2016,28,5
nba,F-C,1976,34,9
nba,G,1954,-74,1
nba,F-C,1962,32,14
nba,G,1994,27,1
nba,G,1968,24,1
nba,G,1998,28,5
nba,F,2011,29,6
nba,G,1969,24,2
nba,F,1989,24,1
nba,F-G,1994,27,3
nba,G,2011,29,6
nba,G,2018,25,2
nba,F-C,1991,31,1
nba,F,1996,32,8
nba,F,2015,32,10
nba,G,1987,26,4
nba,F,2006,34,12
nba,F,1951,-76,2
nba,G,2001,36,13
nba,G,1996,30,7
nba,F,1999,34,11
nba,F-C,2004,39,17
nba,F,2018,24,4
nba,G,2018,26,3
nba,F,1994,27,1
nba,C,2004,30,6
nba,F,1976,26,4
nba,F-G,1950,-73,1
nba,G,1985,23,1
nba,C,2014,30,7
nba,F,2000,28,4
nba,G,1999,24,2
nba,F,1997,28,1
nba,G,1968,23,1
nba,F,1977,26,3
nba,C-F,1991,28,7
nba,F,1989,22,1
nba,G-F,1948,-74,2
nba,F-G,1998,33,10
nba,F,1972,25,3
nba,F-C,2001,38,16
nba,G-F,2018,31,9
nba,G,2006,24,1
nba,F,2018,28,6
nba,G,2016,25,2
nba,G-F,2017,31,12
nba,F,2018,28,4
nba,F,2018,32,11
nba,F-C,1973,40,14
nba,F,1986,27,1
nba,F,1987,23,2
nba,F-C,1975,28,6
nba,G,1999,29,7
nba,F,1973,27,4
nba,C-F,1980,29,7
nba,G,1992,38,15
nba,G-F,1994,24,3
nba,G-F,1966,33,10
nba,F-C,1993,32,10
nba,F,1979,26,4
nba,G,2008,22,1
nba,G,1979,23,1
nba,G,2015,34,12
nba,F,2012,24,4
nba,G,2011,29,6
nba,F,1965,24,2
nba,F-C,1991,34,12
nba,G-F,1973,37,15
nba,G,2007,28,1
nba,F-C,1974,29,6
nba,F,1988,30,3
nba,F,1983,22,1
nba,F,1954,24,1
nba,G-F,1985,32,10
nba,C-F,1970,23,2
nba,G-F,2008,34,9
nba,F,2018,29,8
nba,F-C,2007,25,6
nba,F,1978,26,1
nba,F-C,1983,29,7
nba,F,2010,24,1
nba,G,1991,33,11
nba,G,1955,-73,1
nba,F,1998,24,1
nba,G,1947,-72,1
nba,G,1953,23,1
nba,F-G,1983,30,8
nba,C,1972,25,1
nba,G,1965,25,1
nba,C,1951,-75,2
nba,G,1970,23,1
nba,G,2006,27,1
nba,G-F,1986,31,9
nba,F,1963,26,4
nba,C,1989,31,8
nba,G,1970,38,14
nba,F,2005,36,13
nba,F-C,1995,27,2
nba,C,1994,25,2
nba,F,1949,-74,3
nba,F,1963,26,1
nba,F-G,1950,-75,1
nba,F,1947,-68,1
nba,G-F,1976,32,10
nba,G,2016,28,3
nba,G,2003,25,3
nba,F,1977,24,2
nba,C,2013,28,5
nba,C-F,1968,28,1
nba,G,1991,25,2
nba,F-G,1970,39,14
nba,G,1982,27,1
nba,G,1971,24,2
nba,C,1950,-75,1
nba,G,1970,25,2
nba,F,1975,33,11
nba,F-C,1976,25,1
nba,G,2010,23,2
nba,G-F,2016,24,2
nba,F,2010,30,8
nba,C,1951,-68,5
nba,C,1962,29,2
nba,G-F,1951,-67,3
nba,G,1968,23,1
nba,C-F,1998,34,10
nba,G-F,1973,28,5
nba,F,2007,23,1
nba,G,1973,24,2
nba,F,2005,32,9
nba,C,1997,24,1
nba,G-F,1950,-69,1
nba,G-F,2018,23,1
nba,F,1971,27,4
nba,G,1976,28,6
nba,G-F,2016,26,5
nba,C,2017,27,4
nba,G-F,1949,-72,1
nba,G-F,2013,35,14
nba,G,1981,24,2
nba,F-C,1960,25,2
nba,F,2002,24,1
nba,C,2000,25,5
nba,C-F,2006,31,6
nba,C,1996,27,3
nba,F,1972,29,5
nba,F,2001,34,12
nba,C,2017,25,1
nba,G,1968,25,1
nba,G-F,1997,26,3
nba,C,2005,32,2
nba,G,1948,-74,2
nba,F,1975,24,2
nba,F-C,1957,-66,8
nba,F,1953,-76,1
nba,G,1955,24,2
nba,G,2013,26,1
nba,F,2016,31,7
nba,G,1992,31,9
nba,G,1978,26,3
nba,C,1979,25,1
nba,G,2004,26,1
nba,F,1998,30,1
nba,G-F,1990,33,10
nba,F,2012,24,2
nba,G-F,2008,37,15
nba,G,2003,37,14
nba,G,2018,26,5
nba,G,2018,29,9
nba,C,1968,26,5
nba,F-C,1965,27,3
nba,F,1982,25,2
nba,F,1968,68,1
nba,F-C,1982,26,4
nba,C,1973,32,6
nba,G-F,1951,-69,2
nba,F-G,2018,25,6
nba,G,1969,29,6
nba,G,1969,23,1
nba,G,1995,26,1
nba,G,1999,38,16
nba,F,2017,28,6
nba,C-F,1982,25,2
nba,G-F,2001,37,15
nba,F,2009,33,11
nba,F-C,2018,24,3
nba,C,2014,25,3
nba,G,2003,23,1
nba,F,2014,34,16
nba,G,2007,27,5
nba,F-C,2008,34,12
nba,G,1972,25,4
nba,F,1975,25,1
nba,G,1975,24,1
nba,F-C,1954,-73,5
nba,G,1956,23,1
nba,G,2018,35,14
nba,F,2014,25,1
nba,G,2018,24,4
nba,G,2018,27,4
nba,G,2005,35,12
nba,G,2017,28,7
nba,F,2014,31,7
nba,G,1990,27,5
nba,G,2013,26,2
nba,F,2018,26,7
nba,G,1995,28,5
nba,G,2017,23,2
nba,G,2018,24,2
nba,G,1958,-69,9
nba,C,2008,26,4
nba,G,2010,32,10
nba,G,2018,23,1
nba,F-C,2003,33,10
nba,F,2005,25,5
nba,C-F,1994,24,1
nba,G,1976,33,9
nba,F-C,2018,38,15
nba,G,2010,31,9
nba,G,1951,-70,2
nba,G,1983,28,6
nba,F-C,1993,33,11
nba,F,2003,24,2
nba,G,1962,26,4
nba,F-G,1978,38,16
nba,C-F,2017,29,10
nba,C-F,1984,34,10
nba,F-C,1976,34,9
nba,G,2001,35,13
nba,G-F,2003,30,1
nba,F,1950,-74,1
nba,G,2001,29,5
nba,G,1979,25,4
nba,F,1969,33,10
nba,G,1976,26,3
nba,F-C,2016,33,11
nba,F-C,1984,39,16
nba,F,2010,29,7
nba,G,1971,23,1
nba,C,1986,31,5
nba,F-G,2018,28,8
nba,F,2013,27,3
nba,C,2015,36,14
nba,F-C,1983,34,14
nba,G,1949,-78,1
nba,G,1974,32,10
nba,G,2011,29,6
nba,G,2004,34,8
nba,G,1970,24,1
nba,F,1981,33,11
nba,G,1955,25,1
nba,F,1996,29,1
nba,F-C,1965,31,9
nba,F,1957,24,2
nba,F,2007,35,12
nba,F,1987,22,1
nba,F,2002,27,5
nba,G,1988,24,1
nba,G,1992,36,13
nba,G,2017,30,8
nba,F,1999,23,1
nba,C-F,1987,28,2
nba,G,1988,24,2
nba,G,1983,31,9
nba,F,2000,26,4
nba,G,1957,-72,2
nba,F-C,1955,-74,3
nba,C,1972,23,2
nba,C,1950,-74,2
nba,G,1986,26,1
nba,G,1988,25,2
nba,G,1994,27,1
nba,G,2015,24,5
nba,C-F,2018,28,6
nba,G,1999,31,9
nba,F,1971,24,1
nba,G,1950,-74,1
nba,C-F,1953,-70,7
nba,F,2018,23,2
nba,C,2018,24,2
nba,G,2001,26,2
nba,F,1999,33,8
nba,F,2009,30,3
nba,G-F,1982,26,4
nba,G,1951,-71,5
nba,F,1971,23,1
nba,F-C,1971,29,6
nba,F,1975,31,7
nba,F-C,1948,-76,1
nba,F-G,1970,29,7
nba,F-G,2018,23,3
nba,C,2017,31,9
nba,G-F,1948,-54,1
nba,F,1979,26,3
nba,F-C,2016,28,8
nba,G,2018,25,2
nba,G,1975,23,1
nba,G,2013,24,2
nba,F,1971,25,1
nba,F,1991,24,2
nba,F,1995,35,13
nba,G-F,1998,30,8
nba,G,1982,27,4
nba,G,1984,27,5
nba,F-C,1972,32,10
nba,F-C,2018,36,16
nba,G,1984,31,8
nba,G,1962,24,1
nba,G,1965,24,2
nba,G,2018,32,10
nba,F-G,2013,41,19
nba,C-F,2017,30,8
nba,F,1974,28,5
nba,F,2017,26,4
nba,C,2009,24,1
nba,F,2004,36,14
nba,C,1948,-68,2
nba,G,2018,25,3
nba,F-C,1980,31,9
nba,G-F,1973,25,2
nba,G,2016,35,13
nba,F-C,1991,30,8
nba,G,1947,-74,1
nba,F-C,1957,-72,6
nba,G,2007,23,1
nba,G,2012,25,1
nba,C,1996,27,5
nba,G,2007,24,2
nba,G,1992,32,10
nba,G,1948,-73,2
nba,G-F,1955,-70,8
nba,F,1968,27,2
nba,C,1964,24,2
nba,G,2005,33,10
nba,F,1949,-76,1
nba,F,2006,27,1
nba,G,2018,28,9
nba,G,2018,29,6
nba,G,1982,26,3
nba,F,1952,-73,3
nba,G-F,2018,30,1
nba,G,1979,28,4
nba,G,1985,32,10
nba,C,2016,32,10
nba,F,1979,24,1
nba,F,2018,23,3
nba,G,1968,23,1
nba,F-C,2018,25,3
nba,F-G,1956,26,4
nba,F,1971,25,1
nba,G,1990,29,6
nba,C,1948,-73,1
nba,F,1959,25,3
nba,G,1954,-66,6
nba,F-G,1999,25,2
nba,F,2013,23,2
nba,F,2000,24,1
nba,G-F,2018,26,4
nba,G,1969,23,1
nba,F,1968,24,1
nba,C,1969,28,6
nba,C-F,1960,26,4
nba,C-F,1993,29,6
nba,G-F,1992,27,5
nba,G,2014,25,1
nba,F,1956,24,1
nba,F-C,1982,25,2
nba,C-F,2018,32,11
nba,C,1994,28,6
nba,F,1968,30,7
nba,G,2000,37,14
nba,F,2012,24,1
nba,F,2008,38,16
nba,F,1990,23,1
nba,F-C,1972,26,4
nba,C-F,1958,26,5
nba,G,2018,25,2
nba,G,2011,33,11
nba,G,2005,34,12
nba,F,1996,27,4
nba,F,1995,28,1
nba,F,1993,26,2
nba,C,2018,33,14
nba,F-C,1972,24,2
nba,F-G,2013,33,10
nba,F,2013,40,19
nba,G,1977,23,1
nba,F,1979,23,1
nba,F,1998,28,6
nba,F,1971,34,12
nba,C-F,1949,-73,2
nba,F-C,1989,33,10
nba,G,2015,31,6
nba,F-G,1979,35,13
nba,G,2008,32,11
nba,G,2017,34,2
nba,F,2018,27,3
nba,C,2003,28,1
nba,F-G,1986,24,1
nba,G,1990,30,3
nba,C,1981,29,6
nba,G,2012,33,14
nba,F,2000,27,1
nba,F,2015,26,2
nba,F-C,1976,28,6
nba,F,2005,26,3
nba,G,1995,33,11
nba,F-C,2017,32,13
nba,G,1963,29,6
nba,F,2005,25,2
nba,G,1992,27,1
nba,F,2010,26,1
nba,F-C,1973,31,9
nba,G,2010,40,17
nba,F,2010,24,2
nba,G,2017,24,2
nba,C,2010,29,9
nba,F,2018,24,1
nba,G,1998,27,5
nba,F-G,1947,-75,1
nba,G,1987,30,8
nba,F,1948,-77,1
nba,F-C,1958,-70,7
nba,G,1952,-76,2
nba,F,1971,23,1
nba,F,1989,33,7
nba,F-C,2018,29,9
nba,G-F,2018,34,14
nba,C,2011,36,14
nba,C,2007,23,1
nba,C,2011,31,7
nba,F,2018,31,12
nba,C,1972,34,12
nba,G,1976,25,3
nba,F-G,2018,31,4
nba,F,2016,21,1
nba,F,2018,21,2
nba,F,1958,27,1
nba,G,1969,24,2
nba,G,1993,27,4
nba,F-G,1976,28,6
nba,G,2018,26,7
nba,F,2018,21,1
nba,C-F,1985,37,15
nba,G,1993,25,2
nba,G,2010,35,14
nba,G,1969,24,1
nba,G,2014,33,10
nba,F,1969,21,1
nba,F,2018,24,1
nba,G-F,1975,29,7
nba,G,2018,35,13
nba,G,1968,25,1
nba,G,2009,36,12
nba,G,2010,24,1
nba,F,2011,26,3
nba,G,2018,24,2
nba,G,1975,23,1
nba,G-F,2002,35,13
nba,G,2006,30,7
nba,G,2006,36,14
nba,F-G,2018,21,1
nba,G-F,2018,23,1
nba,F-C,1972,31,8
nba,F,2008,27,4
nba,C,2007,32,7
nba,G,2004,39,17
nba,G,1973,27,5
nba,G,1990,26,3
nba,F,1976,27,4
nba,G,1987,23,1
nba,F-C,1980,35,13
nba,G,2017,26,1
nba,G,1985,23,1
nba,F,2000,24,2
nba,G,2018,28,7
nba,G,1994,24,1
nba,F-G,2014,36,14
nba,F-G,1969,27,2
nba,G,1981,23,1
nba,G-F,1984,25,3
nba,F,1975,24,1
nba,F,1947,-75,1
nba,G-F,2008,27,6
nba,G-F,2001,26,3
nba,G-F,1994,27,4
nba,F,1979,27,5
nba,C,2015,30,3
nba,G,1974,24,1
nba,G-F,2014,27,4
nba,F,1951,-74,3
nba,F,1998,33,8
nba,C,2009,34,11
nba,F-G,2018,34,15
nba,G,2014,39,13
nba,G,2018,28,1
nba,F,2002,26,3
nba,F,2014,38,16
nba,F,2002,26,3
nba,F-G,1948,-72,2
nba,F,1950,-74,1
nba,G,2009,31,7
nba,F-G,1951,-69,5
nba,G,1969,26,2
nba,G,2007,31,2
nba,C-F,2010,24,2
nba,G,1950,-67,3
nba,F-C,1981,27,2
nba,G-F,2004,24,2
nba,G,2014,29,5
nba,C-F,2018,33,14
nba,F,2016,26,2
nba,G,2009,26,1
nba,F,2018,38,17
nba,F,2013,32,11
nba,G,2013,24,2
nba,G,2005,31,1
nba,G,2017,26,5
nba,G,2017,28,8
nba,G,1995,27,3
nba,F,1997,27,4
nba,C,1992,25,2
nba,F,2018,31,9
nba,F,2015,22,1
nba,G,2011,28,1
nba,G,1970,25,1
nba,F,2012,25,5
nba,F,2005,26,2
nba,F,2008,25,2
nba,F-C,2018,31,13
nba,F-G,1962,30,4
nba,G,2010,36,13
nba,G,2012,23,2
nba,F-C,1953,-67,5
nba,G,2004,39,16
nba,F,2018,24,2
nba,F,1993,29,7
nba,G,2012,29,1
nba,G,1979,30,7
nba,F-G,1980,23,1
nba,C,2013,28,3
nba,F-G,2016,26,4
nba,G,1984,28,3
nba,C-F,1988,32,10
nba,C,2018,23,1
nba,G,1996,31,1
nba,G-F,1994,24,2
nba,F,2000,25,1
nba,G,1990,36,14
nba,F,2008,28,8
nba,C,1971,27,3
nba,G,1987,32,10
nba,F-G,1999,40,18
nba,G,1990,24,1
nba,C,2006,39,13
nba,G,1994,36,13
nba,C,1974,27,4
nba,C-F,1986,38,14
nba,F-C,1986,30,8
nba,F-C,1973,35,10
nba,C,1947,-73,1
nba,F,2013,29,2
nba,F,2012,23,1
nba,F,2018,31,9
nba,G-F,2018,37,17
nba,F,1982,35,12
nba,F,1988,23,1
nba,F,1986,24,1
nba,F-C,2003,25,1
nba,G,2000,34,13
nba,G,1978,24,1
nba,F,2001,32,10
nba,F,1981,24,1
nba,F,2009,29,6
nba,G-F,1996,37,17
nba,F-G,1990,34,13
nba,F,1986,34,12
nba,F-C,1973,30,7
nba,G,2015,23,1
nba,F,1982,33,10
nba,G,2016,27,4
nba,G,1953,-68,4
nba,F-C,1984,27,4
nba,C,1971,25,3
nba,F,1961,23,1
nba,F,2018,22,3
nba,F,1987,25,1
nba,C-F,1991,34,10
nba,F-C,1976,32,9
nba,G,2012,28,4
nba,G,2018,26,4
nba,G,1992,36,13
nba,F-G,2018,31,8
nba,G,2014,25,2
nba,F,1990,24,1
nba,C,1959,-70,8
nba,C-F,1983,23,1
nba,C-F,2018,23,3
nba,F-C,1963,25,3
nba,C,2002,24,1
nba,G-F,1990,28,4
nba,G,1995,24,1
nba,F,1989,23,1
nba,F,1986,35,12
nba,F,2008,24,2
nba,C-F,1990,40,17
nba,F-C,1998,41,15
nba,F,1989,27,5
nba,G,2000,25,2
nba,F,1975,26,4
nba,G-F,2017,37,14
nba,F-C,2018,23,2
nba,G,2009,33,11
nba,F,2013,23,1
nba,F,2018,21,2
nba,G,2013,25,3
nba,F,1998,23,1
nba,F-C,2010,27,5
nba,F-C,1983,31,10
nba,C,1986,25,2
nba,G-F,2008,37,14
nba,F-C,1986,30,6
nba,G-F,2009,30,7
nba,F,1984,25,2
nba,G,1972,23,1
nba,G,2018,25,1
nba,F-G,2017,37,14
nba,G,1977,32,10
nba,F,1969,26,2
nba,F,2007,28,8
nba,G,1967,35,9
nba,F,2013,24,1
nba,G-F,1974,32,10
nba,F,1985,32,6
nba,G,1984,23,1
nba,G,2005,30,1
nba,G,1973,28,6
nba,C-F,1986,26,2
nba,F,2015,24,3
nba,F,2004,34,11
nba,F-C,1977,31,8
nba,F-C,1978,24,2
nba,G-F,1969,36,12
nba,F,1989,23,1
nba,F,2014,30,8
nba,G-F,1976,34,9
nba,F,2017,25,5
nba,G,2018,22,3
nba,F,1952,-74,3
nba,G,1976,34,12
nba,F,1978,31,9
nba,G,1965,29,5
nba,G,1999,29,6
nba,F,1976,22,1
nba,C,2018,30,10
nba,G,1984,29,7
nba,C,2015,29,4
nba,G-F,2003,40,19
nba,G,2000,32,7
nba,F-C,1993,25,1
nba,F,1981,25,1
nba,C-F,1963,30,7
nba,G-F,1949,-72,2
nba,C,1953,-72,7
nba,C-F,1947,-73,1
nba,G,2018,27,7
nba,C,2001,28,1
nba,F,2013,25,1
nba,C,1986,29,1
nba,G,1976,25,3
nba,F,1969,24,1
nba,G-F,1983,27,5
nba,G,1949,-76,1
nba,F,1953,-75,5
nba,C-F,1957,25,3
nba,C,2016,34,13
nba,F-C,2018,25,3
nba,C,2018,26,7
nba,G-F,1948,-71,2
nba,F,2012,31,9
nba,G,1947,-72,1
nba,G-F,2016,23,3
nba,G,2010,27,3
nba,F-C,1978,26,5
nba,C-F,1947,-76,1
nba,C,2006,26,2
nba,G,1950,-73,2
nba,F,1975,29,7
nba,F,2016,31,1
nba,F,1947,-68,1
nba,G,1982,23,2
nba,F,1955,-74,1
nba,G-F,1959,23,1
nba,G,2001,31,9
nba,G,1986,23,1
nba,F-C,1976,29,7
nba,F,1969,25,2
nba,F,1947,-75,1
nba,C-F,1986,33,11
nba,F,1987,26,5
nba,F-G,1972,27,5
nba,G,1948,-70,2
nba,G,2017,26,4
nba,G,1949,-75,1
nba,C,1985,28,6
nba,F-G,1974,25,1
nba,C-F,2003,34,14
nba,G,1998,34,12
nba,F,1975,25,1
nba,G,2018,22,1
nba,G,2012,23,1
nba,F-G,1977,28,6
nba,G,1971,24,3
nba,G,1961,23,1
nba,F,1983,31,10
nba,C,1960,30,7
nba,C-F,1999,25,1
nba,G,1966,34,12
nba,C,2003,38,15
nba,F,1953,-72,4
nba,C,2001,39,17
nba,F-C,1968,24,1
nba,C,1994,27,4
nba,F-C,2001,24,2
nba,C,1975,29,6
nba,F,1996,30,8
nba,G,2008,26,4
nba,G,2013,40,19
nba,F,1994,24,1
nba,F,2018,25,6
nba,C-F,1980,29,1
nba,G,1953,-76,2
nba,C-F,1971,23,1
nba,F,1980,24,1
nba,F-C,2018,28,4
nba,G,1975,33,9
nba,G,1993,27,3
nba,F-C,1993,27,4
nba,G,1981,23,1
nba,F-C,1992,33,11
nba,F,1993,37,16
nba,G,1999,30,6
nba,G-F,1955,24,1
nba,F,1997,25,2
nba,F,1958,-70,7
nba,C,2001,29,3
nba,F,1973,32,10
nba,G,1997,24,2
nba,F,1973,24,2
nba,G,1963,28,4
nba,C,1985,28,6
nba,C-F,1995,26,4
