Player,sport,position,start_year,start_age,years_played
Stu Bickel\bickest01,Hockey,Defense,2012,25,4
Stuart Percy\percyst01,Hockey,Defense,2015,21,2
Sven Andrighetto\andrisv01,Hockey,Right Wing,2015,21,3
Sven Baertschi\baertsv01,Hockey,Left Wing,2012,19,6
T.J. Brennan\brenntj01,Hockey,Defense,2012,22,5
T.J. Brodie\broditj01,Hockey,Defense,2011,20,7
T.J. Galiardi\galiatj01,Hockey,Left Wing,2009,20,7
T.J. Hensick\hensitj01,Hockey,Center,2008,22,4
T.J. Oshie\oshietj01,Hockey,Center,2009,22,9
T.J. Tynan\tynant.01,Hockey,Right Wing,2017,24,1
Tanner Glass\glassta01,Hockey,Left Wing,2008,24,10
Tanner Kero\kerota01,Hockey,Right Wing,2016,23,2
Tanner Pearson\pearsta01,Hockey,Left Wing,2014,21,4
Tanner Richard\richata01,Hockey,Center,2017,23,1
Taylor Beck\beckta01,Hockey,Left Wing,2013,21,5
Taylor Chorney\chornta01,Hockey,Defense,2009,21,9
Taylor Fedun\fedunta01,Hockey,Defense,2014,25,4
Taylor Hall\hallta02,Hockey,Left Wing,2011,19,7
Taylor Leier\leierta01,Hockey,Left Wing,2016,21,2
Teddy Purcell\purcete01,Hockey,Left Wing,2008,22,10
Teemu Hartikainen\hartite01,Hockey,Left Wing,2011,20,3
Teemu Laakso\laakste01,Hockey,Defense,2010,22,3
Teemu Pulkkinen\pulkkte01,Hockey,Left Wing,2014,22,4
Teuvo Teravainen\teravte01,Hockey,Center,2014,19,4
Theo Peckham\peckhth01,Hockey,Defense,2008,20,6
Thomas Chabot\chaboth01,Hockey,Defense,2017,20,1
Thomas Hickey\hicketh01,Hockey,Defense,2013,23,5
Tim Brent\brentti01,Hockey,Center,2007,22,7
Tim Conboy\conboti01,Hockey,Defense,2008,25,3
Tim Erixon\erixoti01,Hockey,Defense,2012,20,4
Tim Heed\heedti01,Hockey,Defense,2017,26,1
Tim Kennedy\kenneti01,Hockey,Left Wing,2009,22,6
Tim Ramholt\ramhoti01,Hockey,Defense,2008,23,1
Tim Schaller\schalti01,Hockey,Center,2015,24,3
Tim Sestito\sestiti01,Hockey,Left Wing,2009,24,7
Tim Stapleton\staplti01,Hockey,Center,2009,26,4
Tim Wallace\wallati01,Hockey,Right Wing,2009,24,5
Timo Meier\meierti01,Hockey,Right Wing,2017,20,1
Tobias Lindberg\lindbto01,Hockey,Right Wing,2016,20,1
Tobias Rieder\riedeto01,Hockey,Right Wing,2015,22,3
Toby Enstrom\enstrto01,Hockey,Defense,2008,23,10
Toby Petersen\peterto01,Hockey,Center,2007,28,7
Tom Cavanagh\cavanto01,Hockey,Center,2008,25,2
Tom Gilbert\gilbeto01,Hockey,Defense,2007,24,11
Tom Kuhnhackl\kuhnhto01,Hockey,Right Wing,2016,24,2
Tom Pyatt\pyattto01,Hockey,Center,2010,22,8
Tom Sestito\sestito01,Hockey,Left Wing,2008,20,10
Tom Wandell\wandeto01,Hockey,Center,2009,22,5
Tom Wilson\wilsoto01,Hockey,Right Wing,2014,19,4
Tomas Hertl\hertlto01,Hockey,Center,2014,20,4
Tomas Jurco\jurcoto01,Hockey,Left Wing,2014,21,4
Tomas Kana\kanato01,Hockey,Center,2010,22,1
Tomas Kubalik\kubalto01,Hockey,Right Wing,2011,20,2
Tomas Kundratek\kundrto01,Hockey,Defense,2012,22,2
Tomas Nosek\nosekto01,Hockey,Center,2016,23,2
Tomas Plihal\plihato01,Hockey,Center,2007,23,3
Tomas Tatar\tatarto01,Hockey,Center,2011,20,7
Tomas Vincour\vincoto01,Hockey,Center,2011,20,5
Tomi Maki\makito01,Hockey,Right Wing,2007,23,1
Tommi Santala\santato01,Hockey,Center,2007,27,1
Tommy Cross\crossto01,Hockey,Defense,2016,26,1
Tommy Wingels\wingeto01,Hockey,Center,2011,22,7
Tony Salmelainen\salmeto01,Hockey,Left Wing,2007,25,1
Torey Krug\krugto01,Hockey,Defense,2012,20,6
Torrey Mitchell\mitchto01,Hockey,Center,2008,23,10
Travis Hamonic\hamontr01,Hockey,Defense,2011,20,7
Travis Konecny\konectr01,Hockey,Center,2017,19,1
Travis Morin\morintr01,Hockey,Center,2011,27,5
Travis Roche\rochetr01,Hockey,Defense,2007,28,1
Travis Turnbull\turnbtr01,Hockey,Center,2012,25,1
Travis Zajac\zajactr01,Hockey,Center,2007,21,11
Trevor Carrick\carritr01,Hockey,Defense,2016,21,1
Trevor Frischmon\frisctr01,Hockey,Center,2010,28,1
Trevor Lewis\lewistr01,Hockey,Center,2009,22,9
Trevor Smith\smithtr01,Hockey,Center,2009,23,9
Trevor van Riemsdyk\vanritr01,Hockey,Defense,2015,23,3
Triston Grant\granttr01,Hockey,Left Wing,2007,22,4
Troy Bodie\bodietr01,Hockey,Right Wing,2009,24,7
Troy Brouwer\brouwtr01,Hockey,Right Wing,2007,21,11
Troy Stecher\stechtr01,Hockey,Defense,2017,22,1
Turner Elson\elsontu01,Hockey,Left Wing,2016,23,1
Ty Rattie\rattity01,Hockey,Right Wing,2014,20,4
Ty Wishart\wishaty01,Hockey,Defense,2009,20,4
Tye McGinn\mcginty01,Hockey,Left Wing,2013,22,4
Tyler Bertuzzi\bertuty01,Hockey,Left Wing,2017,21,1
Tyler Bozak\bozakty01,Hockey,Center,2010,23,8
Tyler Cuma\cumaty01,Hockey,Defense,2012,22,1
Tyler Eckford\eckfoty01,Hockey,Defense,2010,24,2
Tyler Ennis\ennisty01,Hockey,Center,2010,20,8
Tyler Gaudet\gaudety01,Hockey,Center,2015,21,3
Tyler Graovac\graovty01,Hockey,Center,2015,21,3
Tyler Johnson\johnsty01,Hockey,Center,2013,22,5
Tyler Kennedy\kennety01,Hockey,Center,2008,21,9
Tyler Motte\mottety01,Hockey,Left Wing,2017,21,1
Tyler Myers\myersty01,Hockey,Defense,2010,19,8
Tyler Pitlick\pitlity01,Hockey,Center,2014,22,4
Tyler Randell\randety01,Hockey,Right Wing,2016,24,1
Tyler Seguin\seguity01,Hockey,Center,2011,19,7
Tyler Sloan\sloanty01,Hockey,Defense,2009,27,3
Tyler Toffoli\toffoty01,Hockey,Center,2013,20,5
Tyler Wotherspoon\wothety01,Hockey,Defense,2014,20,4
Owen Nolan\nolanow01,Hockey,Right Wing,2007,34,4
Tyson Barrie\barrity01,Hockey,Defense,2012,20,6
Tyson Jost\jostty01,Hockey,Center,2017,18,1
Tyson Strachan\stracty01,Hockey,Defense,2009,24,8
Valentin Zykov\zykovva01,Hockey,Left Wing,2017,21,1
Valeri Nichushkin\nichuva01,Hockey,Right Wing,2014,18,3
Victor Bartley\bartlvi01,Hockey,Defense,2013,24,4
Victor Hedman\hedmavi01,Hockey,Defense,2010,19,8
Victor Oreskovich\oreskvi01,Hockey,Defense,2010,23,3
Victor Rask\raskvi01,Hockey,Center,2015,21,3
Viktor Arvidsson\arvidvi01,Hockey,Left Wing,2015,21,3
Viktor Loov\loovvi01,Hockey,Defense,2016,23,1
Viktor Stalberg\stalbvi01,Hockey,Left Wing,2010,24,8
Viktor Svedberg\svedbvi01,Hockey,Defense,2016,24,1
Viktor Tikhonov\tikhovi01,Hockey,Right Wing,2009,20,8
Ville Koistinen\koistvi01,Hockey,Defense,2008,25,3
Ville Leino\leinovi01,Hockey,Left Wing,2009,25,6
Vincent Trocheck\trochvi01,Hockey,Center,2014,20,4
Vinnie Hinostroza\hinosvi01,Hockey,Center,2016,21,2
Vladimir Mihalik\mihalvl01,Hockey,Defense,2009,22,2
Vladimir Sobotka\sobotvl01,Hockey,Center,2008,20,10
Vladimir Tarasenko\tarasvl01,Hockey,Right Wing,2013,21,5
Vladimir Zharkov\zharkvl01,Hockey,Right Wing,2010,22,3
Vladislav Kamenev\kamenvl01,Hockey,Left Wing,2017,20,1
Vladislav Namestnikov\namesvl01,Hockey,Center,2014,21,4
Vojtech Mozik\mozikvo01,Hockey,Defense,2016,23,1
Petteri Nummelin\nummepe01,Hockey,Defense,2007,34,2
Wade Megan\meganwa01,Hockey,Center,2017,26,1
Warren Peters\peteRight Winga01,Hockey,Center,2009,26,4
Wayne Simmonds\simmowa01,Hockey,Right Wing,2009,20,9
Wes O'Neill\oneiLeft Winge01,Hockey,Defense,2009,22,2
Will Acton\actonwi01,Hockey,Center,2014,26,2
William Carrier\carriwi01,Hockey,Left Wing,2017,22,1
William Karlsson\karlswi01,Hockey,Center,2015,22,3
William Nylander\nylanwi01,Hockey,Center,2016,19,2
Xavier Ouellet\ouellxa01,Hockey,Defense,2014,20,4
Yann Sauve\sauveya01,Hockey,Defense,2011,20,4
Yanni Gourde\gourdya01,Hockey,Center,2016,24,2
Yannick Weber\weberya01,Hockey,Defense,2009,20,9
Yohann Auvitu\auvityo01,Hockey,Defense,2017,27,1
Zac Dalpe\dalpeza01,Hockey,Center,2011,21,7
Zac Rinaldo\rinalza01,Hockey,Center,2012,21,5
Zach Bogosian\bogosza01,Hockey,Defense,2009,18,9
Zach Boychuk\boychza01,Hockey,Center,2009,19,7
Zach Hamill\hamilza01,Hockey,Center,2010,21,3
Zach Hyman\hymanza01,Hockey,Center,2016,23,2
Zach Redmond\redmoza01,Hockey,Defense,2013,24,5
Zach Sill\sillza01,Hockey,Center,2014,25,3
Zach Trotman\trotmza01,Hockey,Defense,2014,23,3
Zach Werenski\werenza01,Hockey,Defense,2017,19,1
Zachary Sanford\sanfoza01,Hockey,Left Wing,2017,22,1
Zack Fitzgerald\fitzgza01,Hockey,Defense,2008,22,1
Zack Kassian\kassiza01,Hockey,Right Wing,2012,21,6
Zack Mitchell\mitchza01,Hockey,Right Wing,2017,24,1
Zack Smith\smithza01,Hockey,Center,2009,20,9
Zack Stortini\stortza01,Hockey,Right Wing,2007,21,6
Zemgus Girgensons\girgeze01,Hockey,Center,2014,20,4
