player,position,c,d,lw,rw,start_year,start_age,years_played,retire_year,retire_age
Byron Bitz\bitzby01,RW,0,0,0,1,2009,24,4,2012,27
Byron Froese\froesby01,C,1,0,0,0,2016,24,2,2017,25
Byron Ritchie\ritchby01,C,1,0,0,0,2006,28,3,2009,30
C.J. Smith\smithcj01,LW,0,0,1,0,2017,22,1,2017,22
Cade Fairchild\faircca01,D,0,1,0,0,2012,23,1,2012,23
Cal Clutterbuck\cluttca01,RW,0,0,0,1,2008,20,10,2017,29
Cal O'Reilly\oreilca01,C,1,0,0,0,2009,22,9,2017,30
Cale Hulse\hulseca01,D,0,1,0,0,2006,32,1,2006,32
Calle Jarnkrok\jarnkca01,C,1,0,0,0,2014,22,4,2017,25
Calvin de Haan\dehaaca01,D,0,1,0,0,2012,20,6,2017,25
Cam Atkinson\atkinca01,RW,0,0,0,1,2012,22,6,2017,27
Cam Barker\barkeca01,D,0,1,0,0,2006,19,8,2013,26
Cam Fowler\fowleca01,D,0,1,0,0,2011,19,7,2017,25
Cam Janssen\janssca01,RW,0,0,0,1,2006,21,9,2014,29
Cam Paddock\paddoca01,C,1,0,0,0,2009,25,1,2009,25
Cam Severson\severca01,LW,0,0,1,0,2006,28,1,2006,28
Cameron Gaunce\gauncca01,D,0,1,0,0,2011,20,7,2017,26
Cameron Schilling\schilca01,D,0,1,0,0,2013,24,3,2015,26
Carl Corazzini\corazca01,C,1,0,0,0,2007,27,1,2009,27
Carl Gunnarsson\gunnaca01,D,0,1,0,0,2010,23,8,2017,30
Carl Hagelin\hagelca01,LW,0,0,1,0,2012,23,6,2017,28
Carl Klingberg\klingca01,LW,0,0,1,0,2011,20,5,2015,24
Carl Sneep\sneepca01,D,0,1,0,0,2012,24,1,2012,24
Carl Soderberg\soderca01,C,1,0,0,0,2013,27,5,2017,31
Carlo Colaiacovo\colaica01,D,0,1,0,0,2006,23,11,2016,33
Carsen Germyn\germyca01,C,1,0,0,0,2006,23,2,2009,24
Carson McMillan\mcmilca01,RW,0,0,0,1,2011,22,4,2014,25
Carter Ashton\ashtoca01,RW,0,0,0,1,2012,20,4,2015,23
Carter Bancks\banckca01,LW,0,0,1,0,2013,23,1,2013,23
Carter Camper\campeca01,C,1,0,0,0,2012,23,1,2012,23
Carter Rowney\rowneca01,RW,0,0,0,1,2017,27,1,2017,27
Casey Bailey\baileca01,C,1,0,0,0,2015,23,3,2017,25
Casey Borer\borerca01,D,0,1,0,0,2008,22,3,2010,24
Casey Cizikas\cizikca01,C,1,0,0,0,2012,20,6,2017,25
Casey Nelson\nelsoca01,D,0,1,0,0,2016,23,2,2017,24
Casey Wellman\wellmca01,C,1,0,0,0,2010,22,5,2014,26
Cedric Paquette\paquece01,C,1,0,0,0,2014,20,4,2017,23
Chad Billins\billich01,D,0,1,0,0,2014,24,1,2014,24
Chad Kilger\kilgech01,C,1,0,0,0,2006,29,3,2009,31
Chad Kolarik\kolarch01,RW,0,0,0,1,2010,24,2,2011,25
Chad Larose\larosch01,C,1,0,0,0,2006,23,8,2013,30
Chad Rau\rauch01,C,1,0,0,0,2012,25,1,2012,25
Chad Ruhwedel\ruhwech01,D,0,1,0,0,2013,22,5,2017,26
Chad Wiseman\wisemch01,LW,0,0,1,0,2006,24,1,2006,24
Chandler Stephenson\stephch02,C,1,0,0,0,2016,21,2,2017,22
Charles Hudon\hudonch01,LW,0,0,1,0,2016,21,2,2017,22
Charles Linglet\linglch01,LW,0,0,1,0,2010,27,1,2010,27
Charlie Coyle\coylech01,C,1,0,0,0,2013,20,5,2017,24
Chase De Leo\deleoch01,C,1,0,0,0,2016,20,1,2016,20
Chay Genoway\genowch01,D,0,1,0,0,2012,25,1,2012,25
Chris Bigras\bigrach01,D,0,1,0,0,2016,20,1,2016,20
Chris Bourque\bourqch01,LW,0,0,1,0,2008,22,6,2013,27
Chris Brown\brownch01,C,1,0,0,0,2013,21,4,2016,24
Chris Butler\butlech01,D,0,1,0,0,2009,22,9,2017,30
Chris Campoli\campoch01,D,0,1,0,0,2006,21,7,2012,27
Chris Chelios*\chelich01,D,0,1,0,0,2006,44,5,2010,48
Chris Clark\clarkch01,RW,0,0,0,1,2006,29,6,2011,34
Chris Conner\connech01,RW,0,0,0,1,2007,23,9,2015,31
Chris Didomenico\didomch01,RW,0,0,0,1,2017,27,1,2017,27
Chris Dingman\dingmch01,LW,0,0,1,0,2006,29,1,2006,29
Chris Drury\drurych01,C,1,0,0,0,2006,29,6,2011,34
Chris Durno\durnoch01,LW,0,0,1,0,2009,28,2,2010,29
Chris Gratton\grattch01,C,1,0,0,0,2006,30,4,2009,33
Chris Higgins\higgich01,C,1,0,0,0,2006,22,11,2016,32
Chris Kelly\kellych01,C,1,0,0,0,2006,25,12,2017,36
Chris Kreider\kreidch01,C,1,0,0,0,2013,21,5,2017,25
Chris Kunitz\kunitch01,LW,0,0,1,0,2006,26,12,2017,37
Chris Minard\minarch01,LW,0,0,1,0,2008,26,3,2010,28
Chris Mueller\muellch01,C,1,0,0,0,2011,24,5,2015,28
Chris Neil\neilch01,RW,0,0,0,1,2006,26,12,2017,37
Chris Phillips\phillch02,D,0,1,0,0,2006,27,10,2015,36
Chris Porter\portech01,C,1,0,0,0,2009,24,8,2016,31
Chris Pronger*\prongch01,D,0,1,0,0,2006,31,7,2012,37
Chris Simon\simonch01,LW,0,0,1,0,2006,34,3,2009,36
Chris Stewart\stewach02,RW,0,0,0,1,2009,21,9,2017,29
Chris Summers\summech01,D,0,1,0,0,2011,22,6,2016,27
Chris Tanev\tanevch01,D,0,1,0,0,2011,21,7,2017,27
Chris Terry\terrych01,LW,0,0,1,0,2013,23,5,2017,27
Chris Therien\therich01,D,0,1,0,0,2006,34,1,2006,34
Chris Thorburn\thorbch01,C,1,0,0,0,2006,22,12,2017,33
Chris Tierney\tiernch01,C,1,0,0,0,2015,20,3,2017,22
Chris VandeVelde\vandech01,C,1,0,0,0,2011,23,7,2017,29
Chris Wagner\wagnech01,C,1,0,0,0,2015,23,3,2017,25
Chris Wideman\widemch01,D,0,1,0,0,2016,26,2,2017,27
Christian Backman\backmch01,D,0,1,0,0,2006,25,4,2009,28
Christian Dvorak\dvorach01,LW,0,0,1,0,2017,20,1,2017,20
Christian Ehrhoff\ehrhoch01,D,0,1,0,0,2006,23,11,2016,33
Christian Fischer\fischch01,RW,0,0,0,1,2017,19,1,2017,19
Christian Folin\folinch01,D,0,1,0,0,2014,22,4,2017,25
Christian Hanson\hansoch01,C,1,0,0,0,2009,22,3,2011,24
Christian Thomas\thomach01,LW,0,0,1,0,2013,20,4,2016,23
Christoph Bertschy\bertsch02,C,1,0,0,0,2016,21,2,2017,22
Christoph Schubert\schubch01,D,0,1,0,0,2006,23,5,2010,27
Christopher Breen\breench01,D,0,1,0,0,2014,24,1,2014,24
Chuck Kobasew\kobasch01,RW,0,0,0,1,2006,23,9,2014,31
Clarke MacArthur\macarcl01,LW,0,0,1,0,2007,21,11,2017,31
Clarke Wilm\wilmcl01,C,1,0,0,0,2006,29,1,2006,29
Claude Giroux\giroucl01,C,1,0,0,0,2008,20,10,2017,29
Claude Lemieux\lemiecl01,RW,0,0,0,1,2009,43,1,2009,43
Clay Wilson\wilsocl01,D,0,1,0,0,2008,24,5,2012,28
Clayton Keller\kellecl01,LW,0,0,1,0,2017,18,1,2017,18
Clayton Stoner\stonecl01,D,0,1,0,0,2010,24,8,2017,31
Cody Almond\almonco01,C,1,0,0,0,2010,20,3,2012,22
Cody Bass\bassco01,C,1,0,0,0,2008,21,10,2017,30
Cody Ceci\cecico01,D,0,1,0,0,2014,20,4,2017,23
Cody Eakin\eakinco01,C,1,0,0,0,2012,20,6,2017,25
Cody Franson\fransco01,D,0,1,0,0,2010,22,8,2017,29
Cody Goloubef\golouco01,D,0,1,0,0,2012,22,6,2017,27
Cody Hodgson\hodgsco01,C,1,0,0,0,2011,20,6,2016,25
Cody Kunyk\kunykco01,LW,0,0,1,0,2014,23,1,2014,23
Cody McCormick\mccorco01,C,1,0,0,0,2006,22,10,2015,31
Cody McLeod\mcleoco01,LW,0,0,1,0,2008,23,10,2017,32
Colby Armstrong\armstco01,RW,0,0,0,1,2006,23,8,2013,30
Colby Cohen\cohenco01,D,0,1,0,0,2011,21,1,2011,21
Colby Robak\robakco01,D,0,1,0,0,2012,21,4,2015,24
Cole Jarrett\jarreco01,D,0,1,0,0,2006,23,1,2006,23
Cole Schneider\schneco02,LW,0,0,1,0,2016,25,2,2017,26
Colin Forbes\forbeco01,LW,0,0,1,0,2006,29,1,2006,29
Colin Fraser\fraseco01,C,1,0,0,0,2007,22,9,2015,30
Colin Greening\greenco01,C,1,0,0,0,2011,24,6,2016,29
Colin Hemingway\heminco01,RW,0,0,0,1,2006,25,1,2006,25
Colin McDonald\mcdonco01,C,1,0,0,0,2010,25,8,2017,32
Colin Miller\milleco02,D,0,1,0,0,2016,23,2,2017,24
Colin Smith\smithco01,C,1,0,0,0,2015,21,1,2015,21
Colin Stuart\stuarco01,LW,0,0,1,0,2008,25,5,2012,29
Colin White\whiteco01,D,0,1,0,0,2006,28,7,2012,34
Colin White\whiteco02,C,1,0,0,0,2017,20,1,2017,20
Colin Wilson\wilsoco01,C,1,0,0,0,2010,20,8,2017,27
Colten Teubert\teubeco01,D,0,1,0,0,2012,21,1,2012,21
Colton Gillies\gillico01,C,1,0,0,0,2009,19,5,2013,23
Colton Orr\orrco01,RW,0,0,0,1,2006,23,10,2015,32
Colton Parayko\parayco01,D,0,1,0,0,2016,22,2,2017,23
Colton Sceviour\scevico01,C,1,0,0,0,2011,21,7,2017,27
Colton Sissons\sissoco01,C,1,0,0,0,2014,20,4,2017,23
Connor Brickley\brickco01,C,1,0,0,0,2016,23,1,2016,23
Connor Brown\brownco02,RW,0,0,0,1,2016,22,2,2017,23
Connor Carrick\carrico01,D,0,1,0,0,2014,19,4,2017,22
Connor James\jamesco01,LW,0,0,1,0,2006,23,4,2009,26
Connor Jones\jonesco01,C,1,0,0,0,2017,26,1,2017,26
Connor McDavid\mcdavco01,C,1,0,0,0,2016,19,2,2017,20
Connor Murphy\murphco02,D,0,1,0,0,2014,20,4,2017,23
Conor Allen\allenco01,D,0,1,0,0,2014,24,2,2015,25
Conor Sheary\shearco01,LW,0,0,1,0,2016,23,2,2017,24
Corban Knight\knighco01,C,1,0,0,0,2014,23,3,2016,25
Corey Elkins\elkinco01,C,1,0,0,0,2010,24,1,2010,24
Corey Locke\lockeco01,C,1,0,0,0,2008,23,4,2011,26
Corey Perry\perryco01,RW,0,0,0,1,2006,20,12,2017,31
Corey Potter\potteco01,D,0,1,0,0,2009,25,8,2016,32
Corey Tropp\troppco01,RW,0,0,0,1,2012,22,6,2017,27
Cory Conacher\conacco01,C,1,0,0,0,2013,23,5,2017,27
Cory Cross\crossco01,D,0,1,0,0,2006,35,1,2006,35
Cory Emmerton\emmerco01,C,1,0,0,0,2011,22,4,2014,25
Cory Murphy\murphco01,D,0,1,0,0,2008,29,3,2010,31
Cory Sarich\saricco01,D,0,1,0,0,2006,27,9,2014,35
Cory Stillman\stillco01,LW,0,0,1,0,2006,32,6,2011,37
Craig Adams\adamscr01,RW,0,0,0,1,2006,28,10,2015,37
Craig Conroy\conrocr01,C,1,0,0,0,2006,34,6,2011,39
Craig Cunningham\cunnicr01,RW,0,0,0,1,2014,23,3,2016,25
Craig MacDonald\macdocr01,C,1,0,0,0,2006,28,4,2009,31
Craig Rivet\rivetcr01,D,0,1,0,0,2006,31,6,2011,36
Craig Smith\smithcr01,C,1,0,0,0,2012,22,6,2017,27
Craig Weller\wellecr01,RW,0,0,0,1,2008,27,2,2009,28
Cristoval Nieves\nievecr01,C,1,0,0,0,2017,23,1,2017,23
Curtis Brown\browncu01,C,1,0,0,0,2006,29,3,2009,31
Curtis Glencross\glenccu01,LW,0,0,1,0,2007,24,9,2015,32
Curtis Hamilton\hamilcu01,LW,0,0,1,0,2015,23,1,2015,23
Curtis Lazar\lazarcu01,C,1,0,0,0,2015,19,3,2017,21
Curtis McKenzie\mckencu01,LW,0,0,1,0,2015,23,3,2017,25
D.J. King\kingdj01,LW,0,0,1,0,2007,22,6,2012,27
Dainius Zubrus\zubruda01,C,1,0,0,0,2006,27,11,2016,37
Dale Weise\weiseda01,RW,0,0,0,1,2011,22,7,2017,28
Dallas Drake\drakeda01,LW,0,0,1,0,2006,36,3,2009,38
Dalton Prout\proutda01,D,0,1,0,0,2012,21,6,2017,26
Damien Brunner\brunnda01,C,1,0,0,0,2013,26,3,2015,28
Damon Severson\severda01,D,0,1,0,0,2015,20,3,2017,22
Dan Boyle\boyleda01,D,0,1,0,0,2006,29,11,2016,39
Dan Cleary\clearda01,LW,0,0,1,0,2006,27,10,2015,36
Dan Fritsche\fritsda01,C,1,0,0,0,2006,20,4,2009,23
Dan Girardi\girarda01,D,0,1,0,0,2007,22,11,2017,32
Dan Hamhuis\hamhuda01,D,0,1,0,0,2006,23,12,2017,34
Dan Hinote\hinotda01,C,1,0,0,0,2006,29,4,2009,32
Dan Jancevski\janceda01,D,0,1,0,0,2006,24,4,2009,27
Dan LaCouture\lacouda01,LW,0,0,1,0,2006,28,4,2009,31
Dan McGillis\mcgilda01,D,0,1,0,0,2006,33,1,2006,33
Dan Renouf\renouda01,D,0,1,0,0,2017,22,1,2017,22
Dan Sexton\sextoda01,RW,0,0,0,1,2010,22,2,2011,23
Dan Smith\smithda02,D,0,1,0,0,2006,29,1,2006,29
Dana Tyrell\tyrelda01,C,1,0,0,0,2011,21,5,2015,25
Dane Byers\byersda01,LW,0,0,1,0,2008,21,5,2012,25
Daniel Alfredsson\alfreda01,RW,0,0,0,1,2006,33,9,2014,41
Daniel Bang\bangda01,RW,0,0,0,1,2013,25,1,2013,25
Daniel Briere\brierda01,C,1,0,0,0,2006,28,10,2015,37
Daniel Carcillo\carcida01,LW,0,0,1,0,2007,22,9,2015,30
Daniel Carr\carrda01,LW,0,0,1,0,2016,24,2,2017,25
Daniel Catenacci\catenda01,C,1,0,0,0,2016,22,1,2016,22
Daniel O'Regan\oregada01,C,1,0,0,0,2017,23,1,2017,23
Daniel Paille\paillda01,LW,0,0,1,0,2006,21,11,2016,31
Daniel Sedin\sedinda01,LW,0,0,1,0,2006,25,12,2017,36
Daniel Sprong\spronda01,RW,0,0,0,1,2016,18,1,2016,18
Daniel Tjarnqvist\tjarnda01,D,0,1,0,0,2006,29,4,2009,32
Daniel Winnik\winnida01,C,1,0,0,0,2008,22,10,2017,31
Daniil Tarasov\tarasda01,RW,0,0,0,1,2015,23,1,2015,23
Danny Biega\biegada01,D,0,1,0,0,2015,23,1,2015,23
Danny Bois\boisda01,RW,0,0,0,1,2007,23,1,2009,23
Danny DeKeyser\dekeyda01,D,0,1,0,0,2013,22,5,2017,26
Danny Irmen\irmenda01,C,1,0,0,0,2010,25,1,2010,25
Danny Markov\markoda01,D,0,1,0,0,2006,29,2,2009,30
Danny Richmond\richmda01,D,0,1,0,0,2006,21,3,2009,23
Danny Syvret\syvreda01,D,0,1,0,0,2006,20,6,2011,25
Danton Heinen\heineda01,C,1,0,0,0,2017,21,1,2017,21
Dany Heatley\heatlda01,LW,0,0,1,0,2006,25,10,2015,34
Darcy Campbell\campbda02,D,0,1,0,0,2007,22,1,2009,22
Darcy Hordichuk\hordida01,LW,0,0,1,0,2006,25,8,2013,32
Darcy Tucker\tuckeda01,C,1,0,0,0,2006,30,5,2010,34
Darius Kasparaitis\kaspada01,D,0,1,0,0,2006,33,2,2009,34
Darnell Nurse\nurseda01,D,0,1,0,0,2015,19,3,2017,21
Darren Archibald\archida02,RW,0,0,0,1,2014,23,1,2014,23
Darren Dietz\dietzda01,D,0,1,0,0,2016,22,1,2016,22
Darren Haydar\haydada01,RW,0,0,0,1,2007,27,4,2010,30
Darren Helm\helmda01,C,1,0,0,0,2008,21,10,2017,30
Darren Langdon\langdda01,LW,0,0,1,0,2006,35,1,2006,35
Darren McCarty\mccarda02,RW,0,0,0,1,2006,33,4,2009,36
Darren Reid\reidda03,RW,0,0,0,1,2006,22,2,2009,23
Darroll Powe\poweda01,C,1,0,0,0,2009,23,6,2014,28
Darryl Bootland\bootlda01,RW,0,0,0,1,2007,25,2,2009,26
Darryl Boyce\boyceda01,C,1,0,0,0,2008,23,5,2012,27
Darryl Sydor\sydorda01,D,0,1,0,0,2006,33,5,2010,37
Dave Andreychuk*\andreda01,LW,0,0,1,0,2006,42,1,2006,42
Dave Bolland\bollada01,C,1,0,0,0,2007,20,10,2016,29
Dave Moss\mossda01,LW,0,0,1,0,2007,25,9,2015,33
Dave Scatchard\scatcda01,C,1,0,0,0,2006,29,6,2011,34
David Backes\backeda01,C,1,0,0,0,2007,22,11,2017,32
David Booth\boothda01,LW,0,0,1,0,2007,22,9,2015,30
David Brine\brineda01,C,1,0,0,0,2008,23,1,2008,23
David Broll\brollda01,LW,0,0,1,0,2014,21,1,2014,21
David Clarkson\clarkda03,RW,0,0,0,1,2007,22,10,2016,31
David Desharnais\deshada01,C,1,0,0,0,2010,23,8,2017,30
David Dziurzynski\dziurda01,C,1,0,0,0,2013,23,4,2016,26
David Gove\goveda01,C,1,0,0,0,2006,27,2,2009,28
David Hale\haleda01,D,0,1,0,0,2006,24,6,2011,29
David Jones\jonesda01,RW,0,0,0,1,2008,23,9,2016,31
David Koci\kocida01,D,0,1,0,0,2007,25,5,2011,29
David Krejci\krejcda01,C,1,0,0,0,2007,20,11,2017,30
David Laliberte\lalibda01,RW,0,0,0,1,2010,23,1,2010,23
David Legwand\legwada01,C,1,0,0,0,2006,25,11,2016,35
David Liffiton\liffida01,D,0,1,0,0,2006,21,6,2011,26
David McIntyre\mcintda01,C,1,0,0,0,2012,24,1,2012,24
David Musil\musilda01,D,0,1,0,0,2015,21,1,2015,21
David Oliver\oliveda01,RW,0,0,0,1,2006,34,1,2006,34
David Pastrnak\pastrda01,RW,0,0,0,1,2015,18,3,2017,20
David Perron\perroda01,LW,0,0,1,0,2008,19,10,2017,28
David Printz\printda01,D,0,1,0,0,2006,25,2,2009,26
David Rundblad\rundbda01,D,0,1,0,0,2012,21,5,2016,25
David Savard\savarda01,D,0,1,0,0,2012,21,6,2017,26
David Schlemko\schleda01,D,0,1,0,0,2009,21,9,2017,29
David Sloane\sloanda01,RW,0,0,0,1,2009,23,1,2009,23
David Steckel\steckda01,C,1,0,0,0,2006,23,9,2014,31
David Tanabe\tanabda01,D,0,1,0,0,2006,25,3,2009,27
David Ullstrom\ullstda01,LW,0,0,1,0,2012,22,2,2013,23
David Van Der Gulik\vandeda01,LW,0,0,1,0,2009,25,7,2015,31
David Vyborny\vyborda01,LW,0,0,1,0,2006,31,3,2009,33
David Warsofsky\warsoda01,D,0,1,0,0,2014,23,4,2017,26
David Wolf\wolfda01,LW,0,0,1,0,2015,25,1,2015,25
Davis Drewiske\drewida01,D,0,1,0,0,2009,24,5,2013,28
Daymond Langkow\langkda01,C,1,0,0,0,2006,29,7,2012,35
Dean Arsene\arsende01,D,0,1,0,0,2010,29,1,2010,29
Dean Kukan\kukande01,D,0,1,0,0,2016,22,1,2016,22
Dean McAmmond\mcammde01,LW,0,0,1,0,2006,32,5,2010,36
Denis Arkhipov\arkhide01,C,1,0,0,0,2007,27,1,2009,27
Denis Gauthier\gauthde01,D,0,1,0,0,2006,29,4,2009,32
Denis Grebeshkov\grebede01,D,0,1,0,0,2006,22,9,2014,30
Denis Gurianov\guriade01,RW,0,0,0,1,2017,19,1,2017,19
Denis Hamel\hamelde01,LW,0,0,1,0,2006,28,2,2009,29
Denis Malgin\malgide01,C,1,0,0,0,2017,20,1,2017,20
Denis Tolpeko\tolpede01,C,1,0,0,0,2008,23,1,2008,23
Dennis Everberg\everbde01,RW,0,0,0,1,2015,23,2,2016,24
Dennis Rasmussen\rasmude01,C,1,0,0,0,2016,25,2,2017,26
Dennis Seidenberg\seidede01,D,0,1,0,0,2006,24,12,2017,35
Dennis Wideman\widemde01,D,0,1,0,0,2006,22,12,2017,33
Derek Armstrong\armstde01,C,1,0,0,0,2006,32,5,2010,36
Derek Boogaard\boogade01,LW,0,0,1,0,2006,23,6,2011,28
Derek Dorsett\dorsede01,RW,0,0,0,1,2009,22,9,2017,30
Derek Forbort\forbode01,D,0,1,0,0,2016,23,2,2017,24
Derek Grant\grantde01,C,1,0,0,0,2013,22,5,2017,26
Derek Joslin\joslide01,D,0,1,0,0,2009,21,5,2013,25
Derek MacKenzie\mackede01,C,1,0,0,0,2006,24,12,2017,35
Derek Meech\meechde01,D,0,1,0,0,2007,22,7,2013,28
Derek Morris\morride01,D,0,1,0,0,2006,27,9,2014,35
Derek Peltier\peltide01,D,0,1,0,0,2009,23,2,2010,24
Derek Roy\royde01,C,1,0,0,0,2006,22,10,2015,31
Derek Ryan\ryande01,C,1,0,0,0,2016,29,2,2017,30
Derek Smith\smithde05,D,0,1,0,0,2010,25,5,2014,29
Derek Stepan\stepade01,C,1,0,0,0,2011,20,7,2017,26
Derek Whitmore\whitmde01,LW,0,0,1,0,2012,27,1,2012,27
Derian Hatcher\hatchde01,D,0,1,0,0,2006,33,3,2009,35
Derick Brassard\brassde01,C,1,0,0,0,2008,20,10,2017,29
Deron Quint\quintde01,D,0,1,0,0,2007,30,1,2009,30
Derrick Pouliot\poulide01,D,0,1,0,0,2015,21,3,2017,23
Derrick Walser\walsede01,D,0,1,0,0,2007,28,1,2009,28
Deryk Engelland\engelde01,D,0,1,0,0,2010,27,8,2017,34
Devante Smith-Pelly\smithde06,RW,0,0,0,1,2012,19,6,2017,24
Devin Setoguchi\setogde01,RW,0,0,0,1,2008,21,10,2017,30
Devin Shore\shorede01,C,1,0,0,0,2016,21,2,2017,22
Dick Tarnstrom\tarnsdi01,D,0,1,0,0,2006,31,3,2008,33
Dillon Simpson\simpsdi01,D,0,1,0,0,2017,0,1,2017,0
Dion Phaneuf\phanedi01,D,0,1,0,0,2006,20,12,2017,31
Dmitri Kalinin\kalindm01,D,0,1,0,0,2006,25,4,2009,28
Dmitrij Jaskin\jaskidm01,RW,0,0,0,1,2013,19,5,2017,23
Dmitry Afanasenkov\afanadm01,LW,0,0,1,0,2006,25,2,2009,26
Dmitry Korobov\korobdm01,D,0,1,0,0,2014,24,1,2014,24
Dmitry Kulikov\kulikdm01,D,0,1,0,0,2010,19,8,2017,26
Dmitry Orlov\orlovdm01,D,0,1,0,0,2012,20,6,2017,25
Dominic Moore\mooredo01,C,1,0,0,0,2006,25,12,2017,36
Dominik Simon\simondo01,C,1,0,0,0,2016,21,2,2017,22
Dominik Uher\uherdo01,C,1,0,0,0,2015,22,1,2015,22
Don MacLean\macledo01,C,1,0,0,0,2006,29,2,2009,30
Donald Brashear\brashdo01,LW,0,0,1,0,2006,34,5,2010,38
Doug Doull\doulldo01,C,1,0,0,0,2006,31,1,2006,31
Doug Janik\janikdo01,D,0,1,0,0,2007,26,6,2012,31
Doug O'Brien\obriedo01,D,0,1,0,0,2006,21,1,2006,21
Doug Weight\weighdo01,C,1,0,0,0,2006,35,6,2011,40
Dougie Hamilton\hamildo01,D,0,1,0,0,2013,19,5,2017,23
Douglas Murray\murrado01,D,0,1,0,0,2006,25,9,2014,33
Drake Caggiula\caggidr01,LW,0,0,1,0,2017,22,1,2017,22
Drayson Bowman\bowmadr01,C,1,0,0,0,2010,20,6,2015,25
Drew Bagnall\bagnadr01,D,0,1,0,0,2011,27,1,2011,27
Drew Doughty\doughdr01,D,0,1,0,0,2009,19,9,2017,27
Drew Fata\fatadr01,D,0,1,0,0,2007,23,2,2009,24
Drew Larman\larmadr01,C,1,0,0,0,2007,21,4,2010,24
Drew LeBlanc\lebladr01,C,1,0,0,0,2013,23,1,2013,23
Drew Miller\milledr01,LW,0,0,1,0,2008,23,10,2017,32
Drew Shore\shoredr01,C,1,0,0,0,2013,22,5,2017,26
Drew Stafford\staffdr01,RW,0,0,0,1,2007,21,11,2017,31
Duncan Keith\keithdu01,D,0,1,0,0,2006,22,12,2017,33
Duncan Milroy\milrodu01,RW,0,0,0,1,2007,23,1,2009,23
Duncan Siemens\siemedu01,D,0,1,0,0,2015,21,3,2017,23
Dustin Boyd\boyddu01,C,1,0,0,0,2007,20,5,2011,24
Dustin Brown\browndu01,LW,0,0,1,0,2006,21,12,2017,32
Dustin Byfuglien\byfugdu01,D,0,1,0,0,2006,20,12,2017,31
Dustin Jeffrey\jeffrdu01,C,1,0,0,0,2009,20,8,2016,27
Dustin Kohn\kohndu01,D,0,1,0,0,2010,22,1,2010,22
Dustin Penner\pennedu01,LW,0,0,1,0,2006,23,9,2014,31
Duvie Westcott\westcdu01,D,0,1,0,0,2006,28,3,2009,30
Dwight Helminen\helmidw01,C,1,0,0,0,2009,25,2,2010,26
Dwight King\kingdw01,LW,0,0,1,0,2011,21,7,2017,27
Dylan DeMelo\demeldy01,D,0,1,0,0,2016,22,2,2017,23
Dylan Larkin\larkidy01,C,1,0,0,0,2016,19,2,2017,20
Dylan McIlrath\mcilrdy01,D,0,1,0,0,2014,21,4,2017,24
Dylan Olsen\olsendy01,D,0,1,0,0,2012,21,5,2016,25
Dylan Reese\reesedy01,D,0,1,0,0,2010,25,6,2015,30
Dylan Strome\stromdy01,C,1,0,0,0,2017,19,1,2017,19
Ed Jovanovski\jovaned01,D,0,1,0,0,2006,29,9,2014,37
Elias Lindholm\lindhel01,C,1,0,0,0,2014,19,4,2017,22
Emerson Etem\etemem01,LW,0,0,1,0,2013,20,5,2017,24
Emile Poirier\poiriem01,LW,0,0,1,0,2015,20,2,2016,21
Enver Lisin\lisinen01,RW,0,0,0,1,2007,20,4,2010,23
Eriah Hayes\hayeser01,RW,0,0,0,1,2014,25,2,2015,26
Eric Belanger\belaner01,C,1,0,0,0,2006,28,8,2013,35
Eric Boguniecki\boguner01,C,1,0,0,0,2006,30,2,2009,31
Eric Boulton\boulter01,LW,0,0,1,0,2006,29,11,2016,39
Eric Brewer\breweer01,D,0,1,0,0,2006,26,10,2015,35
Eric Cairns\cairner01,D,0,1,0,0,2006,31,2,2009,32
Eric Chouinard\chouier01,C,1,0,0,0,2006,25,1,2006,25
Eric Daze\dazeer01,LW,0,0,1,0,2006,30,1,2006,30
Eric Desjardins\desjaer01,D,0,1,0,0,2006,36,1,2006,36
Eric Fehr\fehrer01,C,1,0,0,0,2006,20,12,2017,31
Eric Gelinas\geliner01,D,0,1,0,0,2013,21,5,2017,25
Eric Godard\godarer01,RW,0,0,0,1,2006,25,6,2011,30
Eric Gryba\grybaer01,D,0,1,0,0,2013,24,5,2017,28
Eric Healey\healeer01,LW,0,0,1,0,2006,31,1,2006,31
Eric Lindros*\lindrer01,C,1,0,0,0,2006,32,2,2009,33
Eric Meloche\melocer01,RW,0,0,0,1,2007,30,1,2009,30
Eric Nickulas\nickuer01,RW,0,0,0,1,2006,30,1,2006,30
Eric Nystrom\nystrer01,LW,0,0,1,0,2006,22,11,2016,32
Eric O'Dell\odeller01,C,1,0,0,0,2014,23,2,2015,24
Eric Perrin\perrier01,C,1,0,0,0,2007,31,3,2009,33
Eric Selleck\selleer01,LW,0,0,1,0,2013,25,4,2016,28
Eric Staal\staaler01,C,1,0,0,0,2006,21,12,2017,32
Eric Tangradi\tangrer01,LW,0,0,1,0,2010,20,7,2016,26
Eric Weinrich\weinrer01,D,0,1,0,0,2006,39,1,2006,39
Eric Wellwood\wellwer01,LW,0,0,1,0,2011,20,3,2013,22
Erik Burgdoerfer\burgder01,D,0,1,0,0,2017,28,1,2017,28
Erik Christensen\chriser01,C,1,0,0,0,2006,22,7,2012,28
Erik Cole\coleer01,LW,0,0,1,0,2006,27,10,2015,36
Erik Condra\condrer01,RW,0,0,0,1,2011,24,7,2017,30
Erik Gudbranson\gudbrer01,D,0,1,0,0,2012,20,6,2017,25
